,인기순위,이름,영문이름,종류,나라,생산지,제조사,포도품종,알코올도수,가격,평점,산도,당도,바디감,탄닌,주소,추천순위,구매가능여부
247,248,앤젤린 캘리포니아 샤르도네,ANGELINE CALIFORNIA CHARDONNAY,White,미국,"미국, 캘리포니아",MARTIN RAY and ANGELINE WINERY,샤르도네(CHARDONNAY) 100%,13.5,21900,3.5,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2746,60,구매 예약
248,249,벡스 리슬링,BEX RIESLING,White,독일,"독일, 나헤",Wineland GmbH,리슬링(RIESLING) 100%,11.5,9900,3.9,3,1,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2742,63,구매 예약
249,250,룩벨레어 럭스 팬텀,LUC BELAIRE LUXE RARE BOUTEILLE,Sparkling,프랑스,-,룩 벨레어(Luc Belaire),샤르도네(Chardonnay) 100%,12.5,88000,3.8,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2733,64,구매 예약
250,251,포르테주엘로 빈야드 로트 68 카리냥,PORTEZUELO VINEYARD LOT 68 CARIGNAN,Red,칠레,센트럴밸리,가라지와인(Garage Wine Co.),"카리냥(CARIGNAN) 87%, 생소(CINSAULT) 13%",13.7,80000,3.9,4,1,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2675,131,구매 예약
251,252,산 텔모 샤르도네,SAN TELMO CHARDONNAY,White,아르헨티나,"아르헨티나, 멘도사",산 텔모 (San Telmo),샤르도네(CHARDONNAY) 100%,13.7,12900,3.3,3,1,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2621,334,구매 예약
252,253,하트포드 코트 러시안 리버 밸리 샤르도네,Hartford Court Russian River Valley Chardonnay,White,미국,"소노마, 러시안 리버 밸리",잭슨 패밀리 와인,샤르도네 100%,14.5,99000,4.1,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2582,125,구매 불가
253,254,리치텔리 데 라 카사 틴토,RICCITELLI DE LA CASA TINTO,Red,아르헨티나,Mendoza,리치텔리 (Matías Riccitelli),말벡 100%,14.0,49000,4.1,2,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=2580,337,구매 예약
254,255,[매그넘와인]캔달 잭슨 빈트너스 리저브 샤르도네,KENDALL JACKSON VINTNER'S RESERVE CHARDONNAY,White,미국,캘리포니아,잭슨 패밀리 와인,샤르도네 (Chardonnay) 100%,13.5,110000,3.9,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2020,598,구매 예약
255,256,소피 바롱 그랑 리저브 브뤼,SOPHIE BARON GRANDE RESERVE BRUT,Champagne,프랑스,샹파뉴,바롱 퓌엔터 CHAMPAGNE BARON FUENTE,"피노 뮈니에(PINOT MEUNIER) 60%, 샤르도네(CHARDONNAY) 30%, PINOT NOIR(피노누아) 10%",12.0,45000,3.7,4,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1940,206,구매 예약
256,257,티터 토터 카베르네 쇼비뇽,TEETER TOTTER CABERNET SAUVIGNON,Red,미국,"캘리포니아, 나파 밸리",펫 맹 와인즈,카베르네 쇼비뇽 100%,14.1,180000,4.3,3,1,5,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1916,172,구매 예약
257,258,칠카스 샤르도네,CHILCAS CHARDONNAY,White,칠레,마울레 밸리,,샤르도네 100%,14.3,35000,4.3,3,1,4,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1873,567,구매 예약
258,259,칠카스 리제르바 카베르네 소비뇽,CHILCAS RESERVA CABERNET SAUVIGNON,Red,칠레,"콜차구아 코스타, 롤로",칠카스,"카베르네 소비뇽 91%, 카베르네 프랑 6%, 쁘띠 베르도 3%",14.2,49000,3.4,3,1,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1872,578,구매 예약
259,260,샤또 라 프랑스 델 옴므 메독CB,CH. LA FRANCE DEL HOMME,Red,프랑스,"보르도, 메독",,메를로 (Merlot) 100%,12.0,45000,3.9,3,0,3,2,https://www.winenara.com/goods/goods_view.php?goodsNo=1569,369,구매 예약
260,261,닥터 린드만 빈50 쉬라즈,LINDEMAN'S BIN 50 SHIRAZ,Red,호주,뉴 사우스 웨일즈 & 빅토리아,린드만 (Lindeman’s),쉬라즈 (Shiraz),13.5,20000,3.5,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1382,581,구매 예약
261,262,쿠네 리오하 크리안자,CUNE RIOJA CRIANZA,Red,스페인,리오하 알타,쿠네,"템프라니요 (Tempranillo) 80%, 가르나차 틴타 (Garnacha Tinta) 10%, 마주엘로 (Mazuelo) 10%",13.5,29000,3.5,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1259,580,구매 예약
262,263,임페리얼 리오하 그란 레세르바,CUNE IMPERIAL RIOJA GRAN RESERVA,Red,스페인,리오하 알타,쿠네,"템프라니요 (Tempranillo) 85%, 그라시아노 (Graciano) 10%, 마주엘로 (Mazuelo) 5%",13.7,180000,4.3,4,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1257,592,구매 예약
263,264,아콩카구아 코스타 샤르도네,ACONCAGUA COSTA CHARDONNAY,White,칠레,아콩카구아 코스타,비냐 에라주리즈,샤르도네 (Chardonnay) 100%,13.5,52000,3.9,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1210,475,구매 예약
264,265,루이 라뚜르 아데슈 샤르도네,LOUIS LATOUR ARDECHE CHARDONNAY,White,프랑스,"론, 아데슈",루이 라뚜르,샤르도네 (Chardonnay) 100%,13.0,25000,3.6,3,0,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1086,170,구매 예약
265,266,에리미나 레드,HERRI MINA RED,Red,프랑스,"남서부, 이룰레기","장 끌로드, 올리비에&제프 베루에",까베르네 프랑(Cabernet Franc) 100%,13.0,99000,3.7,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1069,453,구매 예약
266,267,마르케제 안티노리 키안티 클라시코 리제르바,MARCHESE ANTINORI CHIANTI CLASSICO RISERVA,Red,이탈리아,"토스카나, 키안티 클라시코",안티노리,"산지오베제 (Sangiovese) 90%, 까베르네 소비뇽 (Cabernet Sauvignon) 10%",13.5,90000,4.2,4,0,3,5,https://www.winenara.com/goods/goods_view.php?goodsNo=927,637,구매 불가
267,268,프루노토 바르바레스코,PRUNOTTO BARBARESCO,Red,이탈리아,"피에몬테, 바르바레스코","프루노토, 안티노리",네비올로(Nebbiolo) 100%,13.0,75000,3.9,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=754,232,구매 예약
268,269,트림바크 게부르츠트라미너,TRIMBACH GEWURZTRAMINER,White,프랑스,알자스,트림바크,게부르츠트라미너(Gewurztraminer) 100%,13.0,39000,3.9,2,1,3,1,https://www.winenara.com/goods/goods_view.php?goodsNo=745,324,구매 예약
269,270,카멜로드 카베르네 소비뇽,CARMEL ROAD CALIFORNIA CABERNET SAUVIGNON,Red,미국,"캘리포니아, 몬테레이",잭슨 패밀리 와인,카베르네 소비뇽 (Cabernet Sauvignon) 100%,13.9,70000,3.7,2,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=2883,159,구매 예약
270,271,트림바크 리저브 리슬링,TRIMBACH RESERVE RIESLING,White,프랑스,"프랑스, 알자스",트림바크,리슬링(Riesling) 100%,13.0,50000,3.7,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2855,365,구매 불가
271,272,알비스,ALBIS,Red,칠레,마이포 밸리,하라스 데 피르케,"까베르네 소비뇽(Carbernet Sauvignon) 80%, 까르메네르(Carmenere) 20%",14.5,110000,4.3,4,0,5,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2835,490,구매 예약
272,273,조단 카베르네 소비뇽,JORDAN CABERNET SAUVIGNON,Red,미국,"미국,캘리포니아,소노마",조단 와이너리(Jordan Vineyard & Winery),"카베르네 소비뇽(CABERNET SAUVIGNON) 80%, 메를로(MERLOT) 11%, 쁘띠 베르도(PETIT VERDOT) 7%, 말벡(MALBEC) 2%",13.8,150000,4.3,3,0,5,4,https://www.winenara.com/goods/goods_view.php?goodsNo=2777,7,구매 예약
273,274,카띠에르 브뤼 로제 프리미에 크뤼,CATTIER BRUT ROSE PREMIER CRU,Champagne,프랑스,상파뉴,CHAMPAGNE CATTIER,"피노 므니에(PINOT MEUNIER) 50%, 피노 누아(PINOT NOIR) 40% , 샤르도네(CHARDONNAY) 10%",12.5,99000,3.9,2,1,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2768,49,구매 예약
274,275,마틴 레이 소노마 코스트 샤르도네,MARTIN RAY SONOMA COAST CHARDONNAY,White,미국,"미국,캘리포니아,소노마",MARTIN RAY and ANGELINE WINERY,샤르도네(CHARDONNAY) 100%,13.8,32000,3.7,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2743,62,구매 예약
275,276,산 후안 드 피르케 빈야드 카베르네 소비뇽 로트 91,SAN JUAN DE PIRQUE VINEYARD CABERNET SAUVIGNON LOT 91,Red,칠레,마이포 밸리,가라지와인(Garage Wine Co.),"카베르네 소비뇽(CABERNET SAUVIGNON) 95% , 카베르네 프랑(CABERNET FRANC) 5%",13.9,80000,4.1,3,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=2676,130,구매 예약
276,277,닥터루젠 리슬링 드라이,DR. LOOSEN RIESLING DRY,White,독일,"독일, 모젤",,리슬링 (RIESLING) 100%,12.0,18000,3.8,4,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2655,24,구매 예약
277,278,아미치 나파밸리 카베르네 소비뇽,AMICI NAPA VALLEY CABERNET SAUVIGNON,Red,미국,"미국, 캘리포니아,나파",AMICI CELLARS,"카베르네 소비뇽(CABERNET SAUVIGNON) 91% , 메를로(MERLOT) 4%, 쁘띠 베르도(PETIT VERDOT) 3% , 카베르네 프랑(CABERNET FRANC) 2%",14.7,150000,4.2,3,0,5,5,https://www.winenara.com/goods/goods_view.php?goodsNo=2647,666,구매 예약
278,279,마푸 리제르바 카베르네 소비뇽,Mapu Reserva Cabernet Sauvignon,Red,칠레,"칠레, 마울레 밸리",바롱 필립 드 로칠드 마이포 칠레,카베르네 소비뇽(CABERNET SAUVIGNON) 100%,13.5,21000,3.3,4,1,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2631,122,구매 예약
279,280,와일드얼스 피노그리,WILD EARTH PINOT GRIS,White,뉴질랜드,"센트럴 오타고, 뉴질랜드",Wild earth,피노그리(PINOT GRIS),13.0,45000,3.8,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2558,322,구매 예약
280,281,제나토 크레사소,ZENATO CRESASSO,Red,이탈리아,베네토,제나토,코르비나,13.5,129000,4.2,4,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1939,207,구매 예약
281,282,카이,KAI,Red,칠레,아콩카구아 밸리,비냐 에라주리즈,"카르메네르 95%, 쁘띠 베르도 5%",14.5,290000,4.5,4,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1874,562,구매 예약
282,283,어니스트 레미 브뤼,ERNEST REMY BRUT,Champagne,프랑스,그랑크뤼 메이 - 샴페인,어니스트 레미,피노 누아 100%,12.0,120000,4.0,3,0,4,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1862,145,구매 예약
283,284,마르쿠스 몰리터 브라우네베르거 만델그라벤,MARKUS MOLITOR BRAUNEBERGER MANDELGRABEN 2 STARS,Red,독일,모젤,마르쿠스 몰리터,피노 누아,13.0,130000,4.0,2,1,4,2,https://www.winenara.com/goods/goods_view.php?goodsNo=1818,147,구매 예약
284,285,도멘 드 마르꾸 샤또네프 뒤 파프 비에이 비뉴,DOMAINE DE MARCOUX CHATEAUNEUF DE PAPE VIELLES VIGNES,Red,프랑스,"꼬뜨 뒤 론, 남부 론, 샤또네프 뒤 파프",도멘 드 마르꾸,그르나슈 100%,15.0,400000,4.4,4,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1802,446,구매 예약
285,286,더 페데럴리스트 샤르도네,THE FEDERALIST CHARDONNAY,White,미국,"캘리포니아, 멘도치노 카운티",델라토 패밀리 빈야드,샤르도네 100%,13.5,100000,3.7,4,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1801,102,구매 예약
286,287,샤삐옹 시엔드라,CHAPILLON SIENDRA,Red,스페인,"아라곤, 카라타유드",샤삐옹,"가르나차 80%, 카베르네 소비뇽 7%, 시라 7%, 메를로 6%",14.5,29000,3.8,3,0,3,2,https://www.winenara.com/goods/goods_view.php?goodsNo=1720,530,구매 예약
287,288,브레머튼 쿨사드 카베르네 소비뇽,BREMERTON COULTHARD CABERNET SAUVIGNON,Red,호주,랑혼,브레머튼 와인즈,카베르네 소비뇽 100%,14.5,36000,3.9,3,0,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1713,545,구매 예약
288,289,티렐 루나틱 히스코트 쉬라즈,TYRRELL LUNATIQ HEATHCOTE SHIRAZ,Red,호주,"빅토리아, 히스코트 (Heathcote)",티렐스 와인 (Tyrrell’s Wines),쉬라즈 (Shiraz) 100%,13.5,90000,4.0,3,0,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1584,653,구매 예약
289,290,티렐 루퍼스스톤 히스코트 쉬라즈,TYRRELL LUFUS STONE HEATHCOTE SHIRAZ,Red,호주,"빅토리아, 히스코트 (Heathcote)",티렐스 와인 (Tyrrell’s Wines),쉬라즈 (Shiraz) 100%,14.5,60000,3.8,3,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1583,146,구매 예약
290,291,카포 디 스타토,CAPO DI STATO,Red,이탈리아,베네토,베네가쭈(Venegazzu),"카베르네 소비뇽(Cabernet Sauvignon) 65%, 말벡(Malbec) 5%,카베르네 프랑(Cabernet Franc) 20%, 메를로(Merlot) 10%",13.0,119000,4.3,3,1,3,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1487,629,구매 예약
291,292,보리우 빈야드 (BV) 나파 밸리 카베르네 소비뇽,BV NAPA CABERNET SAUVIGNON,Red,미국,"미국, 캘리포니아, 나파밸리 (Napa Valley)",보리우 빈야드 (Beaulieu Vineyard),까베르네 소비뇽 100%,14.6,110000,3.9,4,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1428,596,구매 예약
292,293,칠카스 카베르네 소비뇽,CHILCAS CABERNET SAUVIGNON,Red,칠레,센트럴 밸리,칠카스,카베르네 소비뇽 (Cabernet Sauvignon) 100%,13.2,35000,3.2,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1067,460,구매 예약
293,294,맥스 리제르바 피노누아,MAX RESERVA PINOT NOIR,Red,칠레,카사블랑카 밸리,비냐 에라주리즈,피노 누아 (Pinot Noir) 100%,13.5,35000,3.6,3,1,3,2,https://www.winenara.com/goods/goods_view.php?goodsNo=1032,181,구매 예약
294,295,"피안 델레 비네, 브루넬로 디 몬탈치노",PIAN DELLE VIGNE BRUNELLO DI MONTALCINO,Red,이탈리아,"토스카나, 몬탈치노",안티노리,산지오베제 100%,14.0,180000,4.3,4,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=951,521,구매 예약
295,296,쥬스토 디 노트리,GUISTO DI NOTRI,Red,이탈리아,토스카나,뚜아 리따,"까베르네소비뇽60%,메를로30%,까베르네프랑10%",14.5,180000,4.2,4,1,3,4,https://www.winenara.com/goods/goods_view.php?goodsNo=694,452,구매 불가
296,297,에스쿠도 로호 그란 리제르바,ESCUDO ROJO GRAN RESERVA,Red,칠레,마이포 밸리,바롱 필립 드 로칠드 마이포 칠레,"카베르네 소비뇽 44%, 카르메네르 39%, 시라 11%, 카베르네 프랑 2%, 쁘띠 베르도 4%",14.5,49000,3.6,3,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=530,568,구매 예약
297,298,샤또 루빈 인스파이어 프로방스 루즈,CHATEAU ROUBINE INSPIRE PROVENCE ROUGE,Red,프랑스,프로방스,샤또 루빈(ROUBINE),"카베르네 소비뇽(CABERNET SAUVIGNON) 50%, 시라(SYRAH) 50%",14.0,65000,4.0,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=3177,267,구매 예약
298,299,샤또 루빈 라이온 앤 드래곤 프로방스 블랑,CHATEAU ROUBINE LION & DRAGON PROVENCE BLANC,White,프랑스,프로방스,샤또 루빈(ROUBINE),"롤(ROLLE) 50%, 세미용(SEMILLON) 50%",13.0,45000,4.1,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=3176,268,구매 예약
299,300,샤또 루빈 라이온 앤 드래곤 프로방스 루즈,CHATEAU ROUBINE LION & DRAGON PROVENCE ROUGE,Red,프랑스,프로방스,샤또 루빈(ROUBINE),"카베르네 소비뇽(CABERNET SAUVIGNON) 50%, 시라(SYRAH) 50%",12.5,45000,4.3,3,0,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=3175,269,구매 예약
300,301,샤또 루빈 라이온 앤 드래곤 프로방스 로제,CHATEAU ROUBINE LION & DRAGON PROVENCE ROSE,Rose,프랑스,프로방스,샤또 루빈(ROUBINE),"그르나슈(GRENACHE) 50%, 티부렌(TIBOUREN) 30%, 롤(ROLLE) 10%, 무르베드르(MOURVEDRE) 10%",12.5,45000,4.2,3,0,3,1,https://www.winenara.com/goods/goods_view.php?goodsNo=3174,270,구매 예약
301,302,샤또 루빈 라 비 앙 로제,CHATEAU ROUBINE LA VIE EN ROSE,Rose,프랑스,프로방스,샤또 루빈(ROUBINE),"그르나슈(GRENACHE_ 50%, 생소(CINSAULT) 40%, 시라(SYRAH) 10%",12.5,25000,3.9,2,0,3,1,https://www.winenara.com/goods/goods_view.php?goodsNo=3173,271,구매 예약
302,303,샤또 드 샤샤뉴 몽라쉐 루즈,CHATEAU DE CHASSAGNE MONTRACHET ROUGE,Red,프랑스,부르고뉴,도멘 바데 뮈뮈르(BADER MIMEUR),피노 누아(PINOT NOIR) 100%,12.5,75000,4.2,3,0,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=3171,272,구매 예약
303,304,샤또 드 샤샤뉴 엉 주르노블로,CHATEAU DE CHASSAGNE MONTRACHET EN JOURNOBLOT,White,프랑스,부르고뉴,도멘 바데 뮈뮈르(BADER MIMEUR),샤르도네(CHARDONNAY) 100%,13.0,125000,4.2,3,0,4,0,https://www.winenara.com/goods/goods_view.php?goodsNo=3170,273,구매 예약
304,305,샤또 드 샤샤뉴 몽라쉐 블랑,CHATEAU DE CHASSAGNE MONTRACHET,White,프랑스,부르고뉴,도멘 바데 뮈뮈르(BADER MIMEUR),샤르도네(CHARDONNAY) 100%,12.0,100000,4.2,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=3169,274,구매 예약
305,306,클래이 크릭 빈야드 샤르도네,CLAY CREEK VINEYARD CHARDONNAY,White,미국,캘리포니아,클래이 크릭 빈야드 CLAY CREEK VINEYARD,샤르도네(CHARDONNAY) 100%,13.5,19900,3.7,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=3168,275,구매 예약
306,307,클래이 크릭 빈야드 피노누아,CLAY CREEK VINEYARD PINOT NOIR,Red,미국,캘리포니아,클래이 크릭 빈야드 CLAY CREEK VINEYARD,피노누아 (PINOT NOIR) 100%,13.5,19900,3.6,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=3167,276,구매 예약
307,308,클래이 크릭 빈야드 카베르네 소비뇽,CLAY CREEK VINEYARD CABERNET SAUVIGNON,Red,미국,캘리포니아,클래이 크릭 빈야드 CLAY CREEK VINEYARD,카베르네 소비뇽 (CABERNET SAUVIGNON) 100%,13.5,19900,3.9,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=3166,277,구매 예약
308,309,클래이 크릭 빈야드 레드 블렌드,CLAY CREEK VINEYARD RED BLEND,Red,미국,캘리포니아,클래이 크릭 빈야드 CLAY CREEK VINEYARD,"진판델 (ZINFANDEL), 시라(SYRAH), 메를로(MERLOT)",15.0,19900,4.0,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=3165,278,구매 예약
309,310,마렌고 바롤로 브루나테 리제르바,MARENGO BRUNATE RISERVA DOCG,Red,이탈리아,피에몬테,마리오 마렌고 AZ.AGR. MARENGO,네비올로(NEBBIOLO) 100%,14.5,200000,4.2,4,0,5,4,https://www.winenara.com/goods/goods_view.php?goodsNo=3157,281,구매 불가
310,311,마렌고 바롤로 브루나테,MARENGO BRUNATE DOCG,Red,이탈리아,피에몬테,마리오 마렌고 AZ.AGR. MARENGO,네비올로(NEBBIOLO) 100%,14.5,140000,4.2,3,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=3156,282,구매 불가
311,312,마렌고 바롤로 브리꼬 델레 비올레,MARENGO BRICCO DELLE VIOLE DOCG,Red,이탈리아,피에몬테,마리오 마렌고 AZ.AGR. MARENGO,네비올로(NEBBIOLO) 100%,15.0,120000,4.1,3,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=3155,283,구매 예약
312,313,마렌고 바롤로,MARENGO BAROLO DOCG,Red,이탈리아,피에몬테,마리오 마렌고 AZ.AGR. MARENGO,네비올로(NEBBIOLO) 100%,14.5,95000,4.0,2,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=3154,284,구매 예약
313,314,마르쿠스 몰리터 젤팅거 존넨우어 아우스레제 (그린),MARKUS MOLITOR ZELTINGER SONNENUHR AUSLESE (GREENCAPSULE),White,독일,모젤,마르쿠스 몰리터 (Markus Molitor),리슬링 (Riesling) 100%,11.5,250000,4.3,4,4,4,0,https://www.winenara.com/goods/goods_view.php?goodsNo=3144,649,구매 예약
314,315,디오라 피노누아,DIORA PINOT NOIR,Red,미국,"캘리포니아,몬테레이",델리카토 패밀리 DELICATO FAMILY,피노 누아(PINOT NOIR) 100%,14.5,42000,4.1,4,0,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=3140,286,구매 예약
315,316,디오라 샤르도네,DIORA CHARDONNAY,White,미국,"캘리포니아,몬테레이",델리카토 패밀리 DELICATO FAMILY,샤르도네(CHARDONNAY) 100%,14.5,42000,3.9,4,0,4,0,https://www.winenara.com/goods/goods_view.php?goodsNo=3139,287,구매 예약
316,317,디오라 로제,DIORA ROSE,Rose,미국,"캘리포니아,몬테레이",델리카토 패밀리 DELICATO FAMILY,"피노 누아(PINOT NOIR) 84%, 그르나슈(GRENACHE) 8%, 시라(SYRAH) 4%, 샤르도네(CHARDONNAY) 3%, 말벡(MALBEC) 1%",12.0,37000,4.1,3,0,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=3138,288,구매 예약
